	0	1	2	3	4	5	6	7	8	9
0	-0.018281752711365725	0.006977476382420295	-0.015287262141035974	0.005377976121581187	0.0006744241651761958	0.02484468568268535	0.001810200838856142	0.0015641260309932604	0.009528614214373978	-0.010566686518366883
1	0.0034283260517476086	-5.231306570193639e-05	-0.0002678007638469459	0.004242267384017922	-0.0020484722784927666	-0.015490725211264073	-0.007474318130930764	-0.0049921525616536825	-0.0044642956197847375	-0.005586629515273118
2	-0.0012282343633172987	0.002937353636296697	-0.000213358245161683	0.0035888375690485215	0.00612400078747219	-0.006174545576769656	0.010257889577624855	0.0055357418406600245	0.003656259156817363	0.005219080617430351
3	0.012699846981395325	-0.010934957232927705	-0.011087595671024148	-0.006196701776425255	-0.020163887314597145	-0.01502410097445675	0.015838017148298533	0.011175767705502722	-0.008395829664570718	0.02378724497785632
4	-0.004234192025115598	-0.0008607362818587901	0.010324357977740995	-0.0026477420448770793	-0.010297182651115634	0.0005000901869665302	0.002861783792289791	0.015186843948921292	-0.006008967136042129	-0.00523988425260514
5	0.0014403512594974074	-0.006502120258230821	-0.001648963789701403	0.0073942273693749375	0.023035825266235974	-0.0027021198175034935	0.011865030706879076	0.013871902506296146	-0.014279091577337812	0.012684603258321913
6	-0.003200220661759155	-0.00416466494452437	-0.006166266591520198	-0.004314412794456413	-0.007075957814309574	0.0037675802817689085	-0.012134092605443063	-0.014251443602447886	0.005694858889250202	-0.0055390154923375505
7	0.005336131728476559	-0.006795447455184924	0.001526212161453409	-0.019575410097249026	-0.0013009075999765442	0.005044072649432259	0.001269347655504925	-0.011089831847035648	-0.025771455401330638	-0.010088088030870013
8	0.0041465034281600605	-0.0003778436507103734	0.019472018515237718	0.004291382058655391	0.0013292592889010894	-0.0031804119390086666	0.005743376099538012	0.006597813038984365	-0.001890163335980662	-0.016132955912039778
9	0.0128914326666113	0.013732986628990109	-0.0071248472421874985	0.0006426755053432113	-0.00073875351431704	0.009357818936366686	-0.010903944751617427	-0.006883897006962109	0.01112355207795495	-0.010271759868117885
10	0.0008931554616461217	0.002544622469253349	0.00034425802306319427	0.0033596662213124157	0.013414403650108594	0.0011065823425417255	0.024905015120283484	0.01516807907336839	0.004924734869370011	0.000570419095334991
