	0	1	2	3	4	5	6	7	8	9
0	-0.012201670893234462	-0.021568014305614964	0.01005325560361766	0.0033032512040189256	-0.009903148335509326	0.0008157796108735493	-0.025602525223173408	0.003960950620518856	0.008372422782550374	0.009314487073996765
1	-0.009493639563109035	-0.012282781329683877	-0.0032432218062001905	-0.01424742102211898	-0.0014086951808867094	0.007939236263252629	0.003016478211718417	0.0010575361892177142	-0.012527216997906595	-0.00038439043945902003
2	0.008384914779526862	0.011906435455803964	-0.013055029200283069	0.014487468901964761	-0.007363976079943302	0.0006665962421455719	-0.006300275247388757	0.008916278005633351	0.019409108229935548	-0.0062762278138757035
3	-0.018409305169914215	-0.003441908485762328	0.0132047122857945	-0.00176047855312907	-0.011833119199030327	0.006589553720090555	-0.011491823243498085	-0.01618118398044712	-0.003688221793004519	-0.008601704114764172
4	0.0069379321031381785	-0.0005862346419315805	-0.014429288224647332	0.002468579257179401	-0.019238546040119056	0.007778581313003201	0.0038768551373930143	-0.0024278672543613946	0.00031946904432591345	-0.007664824257419655
5	0.003168733332031999	0.004114171219790362	0.007672069977047783	-0.0010243189203600297	-0.009223642081093815	-0.0008394347427609513	-0.0061856834067947975	-0.007534551381156325	0.0028353738946685454	-0.0074289391466387045
6	-0.021382164934963716	-0.0030221393687030803	-0.008689311788324607	-0.01142564484175345	-0.00023346453429710313	0.0007960574756276892	-0.024937949660558144	-0.006824594293901637	0.009581858383248971	-0.008354484502843353
7	-0.008301926569581093	-0.0027854724014150832	0.00350487666399932	-0.0024935608668793167	0.0075684849473543064	-0.002503530087377508	0.0030429630253767915	-0.010454232981588454	0.0026437357824153898	-0.016540663619294883
8	-0.0010711514274444032	-0.0019450624915000176	-0.0019071444947343984	0.0004064002419135819	-0.004719745294427411	-0.0034008936351238328	0.015224713728856079	-0.006177370210361774	-0.00833527317171372	0.00836873857510795
9	0.0032148458569876527	0.0035596505063727048	0.0010410666889219286	-0.004820147267864797	0.030653228743728438	-0.005848383557900394	0.004462468026872917	0.0050942059725939326	-0.00321492138522318	-0.009465273939724185
10	0.010216967832869503	0.0019783960526047703	0.009916495313180191	0.0011653743567990146	0.00842995215622301	0.006080485633699532	0.0013854582570365663	0.015882268509845237	0.005079139869633676	0.0007528976703224441
